id,date,TA,DP,WC,RH,PA,PR,PR1H,PR24H,SR_1M,SR_1D,SR_45_1M,SR_45_1D,SD_1H,SD_1D,SD_45_1H,SD_45_1D
964,2021-12-13 15:37:20+00:00,-1.4,-1.7,-1.4,98,753.2,0,0,0.1,0,5,-1,4,-95,84620,-256,68448
965,2021-12-13 15:37:34+00:00,-1.4,-1.7,-1.4,98,753.2,0,0,0.1,0,5,-1,4,-95,84620,-256,68448
966,2021-12-13 15:37:49+00:00,-1.4,-1.7,-1.4,98,753.2,0,0,0.1,0,5,-1,4,-95,84620,-256,68448
967,2021-12-13 15:38:04+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-95,84620,-256,68448
968,2021-12-13 15:38:20+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-96,84613,-259,68440
969,2021-12-13 15:38:34+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-96,84613,-259,68440
970,2021-12-13 15:38:49+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-96,84613,-259,68440
971,2021-12-13 15:39:04+00:00,-1.5,-1.7,-1.4,99,753.3,0,0,0.1,0,5,-1,4,-96,84613,-259,68440
972,2021-12-13 15:39:20+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-98,84606,-261,68435
973,2021-12-13 15:39:34+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-98,84606,-261,68435
974,2021-12-13 15:39:49+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-98,84606,-261,68435
975,2021-12-13 15:40:04+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-98,84606,-261,68435
976,2021-12-13 15:40:20+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-99,84601,-262,68429
977,2021-12-13 15:40:34+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-99,84601,-262,68429
978,2021-12-13 15:40:49+00:00,-1.5,-1.7,-1.5,99,753.3,0,0,0.1,0,5,0,4,-99,84601,-262,68429
979,2021-12-13 15:41:04+00:00,-1.4,-1.7,-1.5,98,753.2,0,0,0.1,0,5,0,4,-99,84601,-262,68429
980,2021-12-13 15:41:20+00:00,-1.4,-1.6,-1.4,98,753.2,0,0,0.1,0,5,0,4,-100,84595,-264,68423
981,2021-12-13 15:41:34+00:00,-1.4,-1.6,-1.4,98,753.2,0,0,0.1,0,5,0,4,-100,84595,-264,68423
982,2021-12-13 15:41:49+00:00,-1.4,-1.6,-1.4,98,753.2,0,0,0.1,0,5,0,4,-100,84595,-264,68423
983,2021-12-13 15:42:04+00:00,-1.4,-1.6,-1.4,98,753.3,0,0,0.1,0,5,0,4,-100,84595,-264,68423
984,2021-12-13 15:42:20+00:00,-1.4,-1.7,-1.6,98,753.3,0,0,0.1,0,5,0,4,-102,84589,-266,68416
985,2021-12-13 15:42:34+00:00,-1.4,-1.7,-1.6,98,753.3,0,0,0.1,0,5,0,4,-102,84589,-266,68416
986,2021-12-13 15:42:49+00:00,-1.4,-1.7,-1.6,98,753.3,0,0,0.1,0,5,0,4,-102,84589,-266,68416
987,2021-12-13 15:43:04+00:00,-1.4,-1.7,-1.6,98,753.3,0,0,0.1,0,5,0,4,-102,84589,-266,68416
988,2021-12-13 15:43:20+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-105,84583,-269,68410
989,2021-12-13 15:43:34+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-105,84583,-269,68410
990,2021-12-13 15:43:49+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-105,84583,-269,68410
991,2021-12-13 15:44:04+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,-1,4,-105,84583,-269,68410
992,2021-12-13 15:44:20+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-108,84578,-272,68404
993,2021-12-13 15:44:34+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-108,84578,-272,68404
994,2021-12-13 15:44:49+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-108,84578,-272,68404
995,2021-12-13 15:45:04+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-108,84578,-272,68404
996,2021-12-13 15:45:20+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-110,84573,-274,68398
997,2021-12-13 15:45:34+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-110,84573,-274,68398
998,2021-12-13 15:45:49+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-110,84573,-274,68398
999,2021-12-13 15:46:04+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-110,84573,-274,68398
1000,2021-12-13 15:46:20+00:00,-1.4,-1.7,-1.4,98,753.3,0,0,0.1,0,5,0,4,-113,84568,-277,68393
